YEAROCC,Violence,Property,Homicide,Assaults,Robbery,Shootings,Burglary,MV Theft,Rape,Weapons,Drugs,Sex,y,x
2009.0,1.0,,,1.0,,,,,,,,,,
2009.0,1.0,,,1.0,,,,,,,,,,
2009.0,,1.0,,,,,,,,,,,37.7783,-122.23100000000001
2009.0,,,,,,,,,,,,1.0,,
2009.0,,,,,,,,,,,1.0,,37.736913,-122.18323899999999
2009.0,,,,,,,,,,,1.0,,37.742121999999995,-122.168754
2009.0,,,,,,,,,,,1.0,,37.798058000000005,-122.229676
2009.0,,,,,,,,,,,1.0,,37.798058000000005,-122.229676
2009.0,,,,,,,,,,,1.0,,37.798058000000005,-122.229676
2009.0,,,,,,,,,,,1.0,,37.806425,-122.27434699999999
2009.0,,,,,,,,,,,1.0,,37.806425,-122.27434699999999
2009.0,,,,,,,,,,,1.0,,37.815425,-122.274758
2009.0,,,,,,,,,,1.0,,,37.832889,-122.273054
2009.0,,,,,,,,,,1.0,,,37.832889,-122.273054
2009.0,,,,,,,,,,,1.0,,37.762627,-122.14873600000001
2009.0,,,,,,,,,,,1.0,,37.816949,-122.275333
2009.0,,,,,,,,,,,,1.0,37.816949,-122.275333
2009.0,,,,,,,,,,,1.0,,37.816761,-122.275204
2009.0,,,,,,,,,,,1.0,,37.816761,-122.275204
2009.0,,,,,,,,,,,1.0,,37.747898,-122.16293600000002
2009.0,,,,,,,,,,,1.0,,37.806582,-122.29822800000001
2009.0,,,,,,,,,,,1.0,,37.77548,-122.220739
2009.0,,,,,,,,,,,1.0,,37.77548,-122.220739
2009.0,,,,,,,,,,,1.0,,37.820044,-122.271675
2009.0,,,,,,,,,,,1.0,,37.748401,-122.184207
2009.0,,,,,,,,,,,1.0,,37.838892,-122.26958700000002
2009.0,,,,,,,,,,,1.0,,37.813471,-122.275865
2009.0,,,,,,,,,,1.0,,,37.811367,-122.29393999999999
2009.0,,,,,,,,,,,1.0,,37.816489000000004,-122.27528799999999
2009.0,,1.0,,,,,,,,,,,37.759921000000006,-122.21018500000001
2009.0,,1.0,,,,,,,,,,,37.786627,-122.19621799999999
2009.0,,1.0,,,,,1.0,,,,,,37.838452000000004,-122.28378000000001
2009.0,,1.0,,,,,,1.0,,,,,37.838452000000004,-122.28378000000001
2009.0,,1.0,,,,,,,,,,,37.789019,-122.224046
2009.0,1.0,,,,1.0,,,,,,,,37.750242,-122.122254
2009.0,,1.0,,,,,1.0,,,,,,37.812856,-122.265925
2009.0,,1.0,,,,,1.0,,,,,,37.78765,-122.21328600000001
2009.0,1.0,,,1.0,,1.0,,,,,,,37.769785999999996,-122.207701
2009.0,1.0,,1.0,,,,,,,,,,37.769785999999996,-122.207701
2009.0,,1.0,,,,,1.0,,,,,,37.792891,-122.20711100000001
2009.0,,1.0,,,,,,,,,,,37.792891,-122.20711100000001
2009.0,,1.0,,,,,1.0,,,,,,37.803527,-122.229123
